p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,datagenes,external_gene_name,ensembl_gene_id,description,human_ortholog,humangene,human_description
0,1.5432109284809294,0.561,0.304,0,0,RELL1,RELL1,ENSNFUG00015001013,RELT-like protein 1,ENSG00000181826,RELL1,RELT like 1
0,1.5411763935397182,0.888,0.565,0,0,gapdhs,gapdhs,ENSNFUG00015004492,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic",ENSG00000105679,GAPDHS,"glyceraldehyde-3-phosphate dehydrogenase, spermatogenic"
0,1.5187393913245244,0.819,0.418,0,0,ENSNFUG00015011525,,ENSNFUG00015011525,chemokine-like factor,ENSG00000217555,CKLF,chemokine like factor
0,1.49844157918852,0.362,0.119,0,0,ENSNFUG00015001743,,ENSNFUG00015001743,NA,ENSG00000125730,C3,complement C3
0,1.4851441864324824,0.862,0.443,0,0,ENSNFUG00015024760,,ENSNFUG00015024760,NA,ENSG00000030582,GRN,granulin precursor
0,1.4557522081790708,0.978,0.698,0,0,Nfu-g-1-011208,NA,NA,NA,NA,NA,NA
0,1.4536241206968548,0.6,0.329,0,0,KLF2,KLF2,ENSNFUG00015005428,Kruppel like factor 2,ENSG00000127528,KLF2,Kruppel like factor 2
0,1.4536241206968548,0.6,0.329,0,0,KLF2,KLF2,ENSNFUG00015005428,Kruppel like factor 2,ENSG00000266265,KLF14,Kruppel like factor 14
0,1.4536241206968548,0.6,0.329,0,0,KLF2,KLF2,ENSNFUG00015005428,Kruppel like factor 2,ENSG00000283039,KLF18,Kruppel like factor 18
0,1.4536241206968548,0.6,0.329,0,0,KLF2,KLF2,ENSNFUG00015005428,Kruppel like factor 2,ENSG00000171872,KLF17,Kruppel like factor 17
0,1.446380792252629,0.63,0.309,0,0,hopx,hopx,ENSNFUG00015002818,HOP homeobox,ENSG00000171476,HOPX,HOP homeobox
0,1.4416228935863242,0.617,0.341,0,0,ENSNFUG00015023036,,ENSNFUG00015023036,NA,,NA,NA
0,1.4281087254526619,0.975,0.608,0,0,TALDO1,TALDO1,ENSNFUG00015011563,transaldolase 1,ENSG00000177156,TALDO1,transaldolase 1
0,1.4207880369936194,0.64,0.343,0,0,ptprc,ptprc,ENSNFUG00015017578,protein tyrosine phosphatase receptor type C,,NA,NA
0,1.395969299304567,0.941,0.751,0,0,ARPC3,ARPC3,ENSNFUG00015011245,actin related protein 2/3 complex subunit 3,ENSG00000111229,ARPC3,actin related protein 2/3 complex subunit 3
0,1.3847012334449582,0.79,0.609,0,0,calm2a,calm2a,ENSNFUG00015000255,"calmodulin 2a (phosphorylase kinase, delta)",ENSG00000143933,CALM2,calmodulin 2
0,1.3699383953007764,0.864,0.617,0,0,pkma,pkma,ENSNFUG00015008572,pyruvate kinase M1/2a,ENSG00000067225,PKM,pyruvate kinase M1/2
0,1.362428707430066,0.578,0.381,0,0,slc30a9,slc30a9,ENSNFUG00015001548,glutathione-disulfide reductase,ENSG00000014824,SLC30A9,solute carrier family 30 member 9
0,1.3414216812218722,0.874,0.73,0,0,ARPC2,ARPC2,ENSNFUG00015024476,actin related protein 2/3 complex subunit 2,ENSG00000163466,ARPC2,actin related protein 2/3 complex subunit 2
0,1.3363017144698583,0.686,0.397,0,0,glod5,glod5,ENSNFUG00015002323,glyoxalase domain containing 5,ENSG00000171433,GLOD5,glyoxalase domain containing 5
0,1.3300272930888657,0.697,0.392,0,0,actr3.1,NA,NA,NA,NA,NA,NA
0,1.290651885749107,0.254,0.05,0,0,sv2ca,sv2ca,ENSNFUG00015018393,synaptic vesicle glycoprotein 2C-like,ENSG00000122012,SV2C,synaptic vesicle glycoprotein 2C
0,1.2817956825755656,0.539,0.282,0,0,spns3,spns3,ENSNFUG00015024757,spinster homolog 3 (Drosophila),ENSG00000182557,SPNS3,sphingolipid transporter 3 (putative)
0,1.2802034978485388,0.571,0.277,0,0,Nfu-g-1-020481,NA,NA,NA,NA,NA,NA
0,1.27427769094649,0.698,0.403,0,0,Nfu-g-1-014152,NA,NA,NA,NA,NA,NA
0,1.2607875254407448,1,0.658,0,0,CFL1L,CFL1L,ENSNFUG00015006876,"destrin, actin depolymerizing factor",,NA,NA
0,1.2589519175847261,0.354,0.151,0,0,OLA.27416,OLA.27416,ENSNFUG00015023073,sesquipedalian-1-like,ENSG00000177096,PHETA2,PH domain containing endocytic trafficking adaptor 2
0,1.2589519175847261,0.354,0.151,0,0,OLA.27416,OLA.27416,ENSNFUG00015023073,sesquipedalian-1-like,ENSG00000198324,PHETA1,PH domain containing endocytic trafficking adaptor 1
0,1.2561650501979078,0.333,0.134,0,0,ENSNFUG00015008595,,ENSNFUG00015008595,hexokinase 3,,NA,NA
0,1.2288956262315183,0.782,0.528,0,0,GMFG,GMFG,ENSNFUG00015001975,glia maturation factor gamma,ENSG00000130755,GMFG,glia maturation factor gamma
0,1.2120495847503574,0.334,0.135,0,0,CABZ01030094.1,CABZ01030094.1,ENSNFUG00015011316,matrix metalloproteinase-17-like,ENSG00000262406,MMP12,matrix metallopeptidase 12
0,1.2120495847503574,0.334,0.135,0,0,CABZ01030094.1,CABZ01030094.1,ENSNFUG00015011316,matrix metalloproteinase-17-like,ENSG00000167346,MMP26,matrix metallopeptidase 26
0,1.2120495847503574,0.334,0.135,0,0,CABZ01030094.1,CABZ01030094.1,ENSNFUG00015011316,matrix metalloproteinase-17-like,ENSG00000166670,MMP10,matrix metallopeptidase 10
0,1.2120495847503574,0.334,0.135,0,0,CABZ01030094.1,CABZ01030094.1,ENSNFUG00015011316,matrix metalloproteinase-17-like,ENSG00000137674,MMP20,matrix metallopeptidase 20
0,1.2120495847503574,0.334,0.135,0,0,CABZ01030094.1,CABZ01030094.1,ENSNFUG00015011316,matrix metalloproteinase-17-like,ENSG00000137675,MMP27,matrix metallopeptidase 27
0,1.2120495847503574,0.334,0.135,0,0,CABZ01030094.1,CABZ01030094.1,ENSNFUG00015011316,matrix metalloproteinase-17-like,ENSG00000149968,MMP3,matrix metallopeptidase 3
0,1.2095223505843655,0.517,0.301,0,0,itgb2,itgb2,ENSNFUG00015014913,"integrin, beta 2",ENSG00000160255,ITGB2,integrin subunit beta 2
0,1.2034431631746083,0.579,0.364,0,0,cxcr4b,NA,NA,NA,NA,NA,NA
0,1.2027207077707625,0.587,0.501,0,0,SYF2,SYF2,ENSNFUG00015014575,SYF2 pre-mRNA splicing factor,ENSG00000117614,SYF2,SYF2 pre-mRNA splicing factor
0,1.1953854465010676,0.894,0.51,0,0,CORO1A,CORO1A,ENSNFUG00015000425,coronin-1A-like,ENSG00000102879,CORO1A,coronin 1A
0,1.171908006843284,0.964,0.587,0,0,lcp1,lcp1,ENSNFUG00015007237,lymphocyte cytosolic protein 1,ENSG00000136167,LCP1,lymphocyte cytosolic protein 1
0,1.1666216700934702,0.856,0.461,0,0,KRT18,KRT18,ENSNFUG00015015409,"keratin, type I cytoskeletal 18-like",,NA,NA
0,1.1666216700934702,0.856,0.461,0,0,KRT18,KRT18,ENSNFUG00015025107,"keratin, type I cytoskeletal 18-like",,NA,NA
0,1.1666216700934702,0.856,0.461,0,0,KRT18,KRT18,ENSNFUG00015025107,"keratin, type I cytoskeletal 18-like",,NA,NA
0,1.1636541798137514,0.274,0.093,0,0,ltb4r,ltb4r,ENSNFUG00015018877,leukotriene B4 receptor 1-like,ENSG00000213903,LTB4R,leukotriene B4 receptor
0,1.1615594752589566,0.739,0.728,0,0,glrx,glrx,ENSNFUG00015008246,glutaredoxin,ENSG00000173221,GLRX,glutaredoxin
0,1.153530080258288,0.591,0.368,0,0,ptpn6,ptpn6,ENSNFUG00015000317,protein tyrosine phosphatase non-receptor type 6,ENSG00000111679,PTPN6,protein tyrosine phosphatase non-receptor type 6
0,1.1423667188982725,0.515,0.295,0,0,scinla,scinla,ENSNFUG00015008294,scinderin like a,,NA,NA
0,1.1158564094208892,0.877,0.632,0,0,ENSNFUG00015007883,,ENSNFUG00015007883,myosin light polypeptide 6-like,ENSG00000092841,MYL6,myosin light chain 6
0,1.1158564094208892,0.877,0.632,0,0,ENSNFUG00015007883,,ENSNFUG00015007883,myosin light polypeptide 6-like,ENSG00000196465,MYL6B,myosin light chain 6B
0,1.112816037702466,0.625,0.57,0,0,ndufa2,ndufa2,ENSNFUG00015006610,"NADH:ubiquinone oxidoreductase subunit A2",ENSG00000131495,NDUFA2,"NADH:ubiquinone oxidoreductase subunit A2"
0,1.111079996063425,0.682,0.444,0,0,CD53,CD53,ENSNFUG00015013219,tetraspanin 4,ENSG00000143119,CD53,CD53 molecule
0,1.1026253425862658,0.895,0.655,0,0,actb1,NA,NA,NA,NA,NA,NA
0,1.0787458866983157,0.766,0.749,0,0,ENSNFUG00015006430,,ENSNFUG00015006430,NA,,NA,NA
0,1.0631583331890249,0.785,0.729,0,0,YWHAB,YWHAB,ENSNFUG00015004709,14-3-3 protein beta/alpha-1-like,ENSG00000166913,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
0,1.0631583331890249,0.785,0.729,0,0,YWHAB,YWHAB,ENSNFUG00015016859,14-3-3 protein beta/alpha-1,ENSG00000166913,YWHAB,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta
0,1.0478871819421371,0.677,0.65,0,0,BRK1,BRK1,ENSNFUG00015007053,BRICK1 subunit of SCAR/WAVE actin nucleating complex,ENSG00000254999,BRK1,BRICK1 subunit of SCAR/WAVE actin nucleating complex
0,0.9996067071866905,0.92,0.663,0,0,arpc1b,arpc1b,ENSNFUG00015007224,"actin related protein 2/3 complex, subunit 1B",ENSG00000130429,ARPC1B,actin related protein 2/3 complex subunit 1B
0,0.9981727837121555,0.66,0.591,0,0,ATP6V1G1,ATP6V1G1,ENSNFUG00015000529,V-type proton ATPase subunit G 1-like,ENSG00000136888,ATP6V1G1,ATPase H+ transporting V1 subunit G1
0,0.974775768210645,0.866,0.817,0,0,NDUFA4,NDUFA4,ENSNFUG00015000864,cytochrome c oxidase subunit NDUFA4-like,ENSG00000189043,NDUFA4,NDUFA4 mitochondrial complex associated
0,0.974775768210645,0.866,0.817,0,0,NDUFA4,NDUFA4,ENSNFUG00015022001,cytochrome c oxidase subunit NDUFA4-like,ENSG00000189043,NDUFA4,NDUFA4 mitochondrial complex associated
0,0.9524479466120135,0.903,0.808,0,0,S100V2,S100V2,ENSNFUG00015022491,S100 calcium binding protein A14,ENSG00000189171,S100A13,S100 calcium binding protein A13
0,0.8903361656477116,0.734,0.55,0,0,MSNA,MSNA,ENSNFUG00015020796,moesin-like,ENSG00000147065,MSN,moesin
0,0.8838919909725833,1,0.993,0,0,RPLP2,RPLP2,ENSNFUG00015012879,60S acidic ribosomal protein P2-like,,NA,NA
0,0.8310715817790921,0.809,0.7,0,0,ENSNFUG00015008882,,ENSNFUG00015008882,tubulin alpha-1C chain-like,,NA,NA
0,0.7191031999644111,0.402,0.189,0,0,MARCO,MARCO,ENSNFUG00015014614,macrophage receptor with collagenous structure,ENSG00000019169,MARCO,macrophage receptor with collagenous structure
0,0.6759401173515984,0.825,0.83,0,0,SPCS3,SPCS3,ENSNFUG00015004521,signal peptidase complex subunit 3,ENSG00000129128,SPCS3,signal peptidase complex subunit 3
0,0.6232138435699159,0.988,0.971,0,0,BTF3.1,NA,NA,NA,NA,NA,NA
0,0.5986416518569113,0.992,0.917,0,0,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000270339,PPIAL4H,peptidylprolyl isomerase A like 4H
0,0.5986416518569113,0.992,0.917,0,0,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000196262,PPIA,peptidylprolyl isomerase A
0,0.5986416518569113,0.992,0.917,0,0,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000279782,PPIAL4F,peptidylprolyl isomerase A like 4F
0,0.5986416518569113,0.992,0.917,0,0,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000288867,PPIAL4C,peptidylprolyl isomerase A like 4C
0,0.5986416518569113,0.992,0.917,0,0,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000271567,PPIAL4E,peptidylprolyl isomerase A like 4E
0,0.5986416518569113,0.992,0.917,0,0,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000263353,PPIAL4A,peptidylprolyl isomerase A like 4A
0,0.5986416518569113,0.992,0.917,0,0,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000236334,PPIAL4G,peptidylprolyl isomerase A like 4G
0,0.5986416518569113,0.992,0.917,0,0,ppiaa,ppiaa,ENSNFUG00015005065,peptidylprolyl isomerase Aa (cyclophilin A),ENSG00000289549,PPIAL4D,peptidylprolyl isomerase A like 4D
0,0.5907493844604019,0.945,0.95,0,0,RSL24D1,RSL24D1,ENSNFUG00015023247,ribosomal L24 domain containing 1,ENSG00000137876,RSL24D1,ribosomal L24 domain containing 1
3.4542174785195595e-303,1.2095968472761798,0.378,0.191,2.499126345708901e-299,0,ALAS1,ALAS1,ENSNFUG00015007174,5'-aminolevulinate synthase 1,ENSG00000023330,ALAS1,5'-aminolevulinate synthase 1
4.924618182369902e-299,0.7031900811316438,0.753,0.798,3.562961254944624e-295,0,OLA.4512,OLA.4512,ENSNFUG00015014558,microsomal glutathione S-transferase 3-like,,NA,NA
7.542796670214774e-295,1.0935168977923264,0.447,0.262,5.457213390900389e-291,0,OLA.26122,OLA.26122,ENSNFUG00015008033,kelch-like protein 9,,NA,NA
9.433529812370705e-292,1.1685727441244023,0.385,0.201,6.825158819250205e-288,0,NCF1,NCF1,ENSNFUG00015008534,neutrophil cytosolic factor 1,ENSG00000158517,NCF1,neutrophil cytosolic factor 1
1.0306711625317503e-290,0.7631612828610104,0.726,0.724,7.456905860917213e-287,0,COX6A1,COX6A1,ENSNFUG00015007878,"cytochrome c oxidase subunit 6A, mitochondrial",ENSG00000156885,COX6A2,cytochrome c oxidase subunit 6A2
1.1937947181910811e-290,1.1741907998582446,0.383,0.202,8.637104786112471e-287,0,grk6,grk6,ENSNFUG00015017890,G protein-coupled receptor kinase 6,ENSG00000198055,GRK6,G protein-coupled receptor kinase 6
4.5715462069452504e-290,0.9743980366216203,0.645,0.604,3.3075136807248887e-286,0,selenow2b,selenow2b,ENSNFUG00015001263,"selenoprotein W, 2b",ENSG00000141741,MIEN1,migration and invasion enhancer 1
2.0111550476428645e-285,1.1613274481253646,0.316,0.136,1.4550706769696124e-281,0,ENSNFUG00015003402,,ENSNFUG00015003402,uncharacterized LOC107381689,,NA,NA
2.021502693894626e-283,1.3418404109716846,0.344,0.163,1.462557199032762e-279,0,pfkfb3,pfkfb3,ENSNFUG00015021060,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",ENSG00000170525,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
1.6885440946984434e-279,0.5751991644119974,0.862,0.921,1.2216616525143239e-275,0,AK2,AK2,ENSNFUG00015021475,adenylate kinase 2,ENSG00000004455,AK2,adenylate kinase 2
2.4904294602244025e-275,1.1255784325771734,0.474,0.306,1.8018257144723552e-271,0,ENSNFUG00015007991,,ENSNFUG00015007991,EH domain-binding protein 1-like protein 1,ENSG00000173442,EHBP1L1,EH domain binding protein 1 like 1
2.3767156421080157e-270,1.0821947078827936,0.428,0.257,1.7195537670651494e-266,0,ENSNFUG00015005318,,ENSNFUG00015005318,NA,ENSG00000213654,GPSM3,G protein signaling modulator 3
4.67428733979683e-267,1.0975049554876222,0.425,0.252,3.3818468903430066e-263,0,stoml3b,stoml3b,ENSNFUG00015021759,stomatin (EPB72)-like 3b,ENSG00000133115,STOML3,stomatin like 3
3.8299007430096294e-263,1.1167452841122687,0.407,0.236,2.770933187567467e-259,0,pstpip1a,pstpip1a,ENSNFUG00015006605,proline-serine-threonine phosphatase interacting protein 1a,ENSG00000140368,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1
1.0953860666072577e-258,1.0641196746981296,0.296,0.125,7.925118191903509e-255,0,SULT2ST3,SULT2ST3,ENSNFUG00015004557,sulfotransferase family cytosolic 2B member 1-like,ENSG00000196228,SULT1C3,sulfotransferase family 1C member 3
1.0953860666072577e-258,1.0641196746981296,0.296,0.125,7.925118191903509e-255,0,SULT2ST3,SULT2ST3,ENSNFUG00015004557,sulfotransferase family cytosolic 2B member 1-like,ENSG00000288656,,novel protein
1.0953860666072577e-258,1.0641196746981296,0.296,0.125,7.925118191903509e-255,0,SULT2ST3,SULT2ST3,ENSNFUG00015004557,sulfotransferase family cytosolic 2B member 1-like,ENSG00000197165,SULT1A2,sulfotransferase family 1A member 2
1.0953860666072577e-258,1.0641196746981296,0.296,0.125,7.925118191903509e-255,0,SULT2ST3,SULT2ST3,ENSNFUG00015004557,sulfotransferase family cytosolic 2B member 1-like,ENSG00000196502,SULT1A1,sulfotransferase family 1A member 1
1.0953860666072577e-258,1.0641196746981296,0.296,0.125,7.925118191903509e-255,0,SULT2ST3,SULT2ST3,ENSNFUG00015004557,sulfotransferase family cytosolic 2B member 1-like,ENSG00000105398,SULT2A1,sulfotransferase family 2A member 1
1.0953860666072577e-258,1.0641196746981296,0.296,0.125,7.925118191903509e-255,0,SULT2ST3,SULT2ST3,ENSNFUG00015004557,sulfotransferase family cytosolic 2B member 1-like,ENSG00000173597,SULT1B1,sulfotransferase family 1B member 1
1.0953860666072577e-258,1.0641196746981296,0.296,0.125,7.925118191903509e-255,0,SULT2ST3,SULT2ST3,ENSNFUG00015004557,sulfotransferase family cytosolic 2B member 1-like,ENSG00000261052,SULT1A3,sulfotransferase family 1A member 3
1.0953860666072577e-258,1.0641196746981296,0.296,0.125,7.925118191903509e-255,0,SULT2ST3,SULT2ST3,ENSNFUG00015004557,sulfotransferase family cytosolic 2B member 1-like,ENSG00000213648,SULT1A4,sulfotransferase family 1A member 4
1.0953860666072577e-258,1.0641196746981296,0.296,0.125,7.925118191903509e-255,0,SULT2ST3,SULT2ST3,ENSNFUG00015004557,sulfotransferase family cytosolic 2B member 1-like,ENSG00000109193,SULT1E1,sulfotransferase family 1E member 1
1.0953860666072577e-258,1.0641196746981296,0.296,0.125,7.925118191903509e-255,0,SULT2ST3,SULT2ST3,ENSNFUG00015004557,sulfotransferase family cytosolic 2B member 1-like,ENSG00000284695,,novel protein
9.452149614652554e-256,1.1218690873054822,0.284,0.12,6.838630246201123e-252,0,NOC3L,NOC3L,ENSNFUG00015008102,NOC3 like DNA replication regulator,ENSG00000173145,NOC3L,NOC3 like DNA replication regulator
3.454194231332643e-254,1.045809278020842,0.548,0.466,2.4991095263691673e-250,0,si:ch211-191j22.3,si:ch211-191j22.3,ENSNFUG00015005343,si:ch211-191j22.3,,NA,NA
6.159633971141449e-248,1.1531867161015394,0.509,0.405,4.4564951781208384e-244,0,ENSNFUG00015025376,,ENSNFUG00015025376,G protein subunit gamma 5,ENSG00000133136,GNG5P2,G protein subunit gamma 5 pseudogene 2
6.159633971141449e-248,1.1531867161015394,0.509,0.405,4.4564951781208384e-244,0,ENSNFUG00015025376,,ENSNFUG00015025376,G protein subunit gamma 5,ENSG00000174021,GNG5,G protein subunit gamma 5
8.069945026732624e-246,0.8217406354991552,0.729,0.791,5.8386052268410535e-242,0,OLA.21581,OLA.21581,ENSNFUG00015009220,ubiquitin-conjugating enzyme E2 E1,,NA,NA
8.722054426222067e-246,1.1352017936590804,0.305,0.141,6.310406377371665e-242,0,ENSNFUG00015013577,,ENSNFUG00015013577,NA,ENSG00000125735,TNFSF14,TNF superfamily member 14
1.8994836014537203e-241,1.065898088096359,0.444,0.295,1.3742763856517666e-237,0,nrros,nrros,ENSNFUG00015023459,negative regulator of reactive oxygen species,ENSG00000174004,NRROS,negative regulator of reactive oxygen species
5.710571133427896e-236,0.572060453250514,0.813,0.907,4.131598215035083e-232,0,EIF3G,EIF3G,ENSNFUG00015006209,eukaryotic translation initiation factor 3 subunit G,ENSG00000130811,EIF3G,eukaryotic translation initiation factor 3 subunit G
2.592342133823045e-235,0.6825512161950398,0.802,0.801,1.875559533820973e-231,0,ENSNFUG00015022838,,ENSNFUG00015022838,NA,,NA,NA
6.497308191633702e-232,0.6757479062284104,0.754,0.816,4.700802476646984e-228,0,slc25a3a,slc25a3a,ENSNFUG00015011651,solute carrier family 25 member 3,ENSG00000075415,SLC25A3,solute carrier family 25 member 3
9.448094648643296e-225,1.0198908378013622,0.301,0.146,6.835696478293425e-221,0,DHRS9,DHRS9,ENSNFUG00015000820,retinol dehydrogenase 3-like,ENSG00000073737,DHRS9,dehydrogenase/reductase 9
9.613580098023358e-224,1.125033759618678,0.339,0.188,6.9554252009199e-220,0,CIB1,CIB1,ENSNFUG00015015977,calcium and integrin binding 1,ENSG00000185043,CIB1,calcium and integrin binding 1
6.231721250176617e-213,1.0598877749483862,0.453,0.332,4.5086503245027826e-209,0,SLC6A6A,SLC6A6A,ENSNFUG00015015269,solute carrier family 6 member 6,ENSG00000131389,SLC6A6,solute carrier family 6 member 6
1.6378589834702132e-205,0.9819701144683814,0.399,0.251,1.1849909745406992e-201,0,hcls1,hcls1,ENSNFUG00015006102,hematopoietic cell-specific Lyn substrate 1,ENSG00000180353,HCLS1,hematopoietic cell-specific Lyn substrate 1
2.2941595725721112e-198,0.9476801324426751,0.498,0.392,1.6598244507559225e-194,0,eno1a,eno1a,ENSNFUG00015022140,"enolase 1a, (alpha)",ENSG00000074800,ENO1,enolase 1
3.430637966556418e-197,0.8447479723748652,0.63,0.624,2.4820665688035684e-193,0,Nfu-g-1-007837,NA,NA,NA,NA,NA,NA
7.439614486271742e-196,0.755910931318788,0.654,0.638,5.382561080817605e-192,0,MDH1,MDH1,ENSNFUG00015023534,"malate dehydrogenase, cytoplasmic-like",ENSG00000014641,MDH1,malate dehydrogenase 1
2.1796210022971046e-195,0.9889430383268144,0.269,0.127,1.5769557951619552e-191,0,Nfu-g-1-022803,NA,NA,NA,NA,NA,NA
1.2527392081191085e-192,1.0335401654346175,0.314,0.174,9.06356817074175e-189,0,TPST1L,TPST1L,ENSNFUG00015009341,clathrin interactor 1-like,ENSG00000113282,CLINT1,clathrin interactor 1
